,show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,platform
10898,s2091,TV Show,Invincible,,"Steven Yeun, J.K. Simmons, Sandra Oh",,,2021,TV-MA,1 Season,"Action, Animation","INVINCIBLE is an adult animated superhero series that revolves around 17-year-old Mark Grayson, who’s just like every other guy his age – except his father is the most powerful superhero on the planet, Omni-Man. But as Mark develops powers of his own, he discovers his father’s legacy may not be as heroic as it seems.",Amazon Prime
10899,s2092,TV Show,Inventions that Shook the World,,"Steve Herringer, Mark DeNicola",,,2012,ALL,1 Season,"Documentary, Special Interest","Go on a decade-by-decade voyage of discovery through life-changing inventions, like the radio that made the world smaller, the machine gun that made it more dangerous, or the parking meter that made it more expensive. Witness the discovery and creation of billion-dollar inventions and financial disasters - all players in the most innovative century the world has ever known.",Amazon Prime
10900,s2093,Movie,Invasion of the Body Snatchers,Don Siegel,"Kevin McCarthy, King Donovan, Dana Wynter, Larry Gates",,,1956,PG,80 min,"Drama, Horror, Science Fiction",A small-town doctor learns that the population of his community is being replaced by emotionless alien duplicates.,Amazon Prime
10901,s2094,Movie,Intersexion: Finding a Place in a Two-Gender World,Grant Lahood,Mani Mitchell,,,2012,13+,53 min,"Documentary, LGBTQ","The first question any new parent asks: ""Is it a boy or a girl?"" What if it's neither? One in 2,000 babies is born with genitalia so ambiguous that the doctors cannot easily answer this question. In this groundbreaking documentary, intersex individuals reveal the secrets of their unconventional lives. How do they cope with relationships, with popular perceptions, and the inevitable discrimination?",Amazon Prime
10902,s2095,Movie,Interpreters,Michael A. Ryan,"Terry Maratos, Rachel Kylian, Christopher Kriesa",,,2020,16+,120 min,Science Fiction,An unusual perpetrator using advanced technology murders the inhabitants of Sullen Community. When a former black operator and CID Agent investigates with the local police force they uncover a darker and more dangerous threat than anyone anticipated.,Amazon Prime
10903,s2096,Movie,Instant Death,Ara Paiaya,Lou Ferrigno,United Kingdom,,2017,18+,84 min,Action,"A gang war for drug dominance draws in a disturbed Special Forces veteran John Bradley. The underworld's retribution on his last connection to humanity, a daughter and grandchild leads to a descent of fury and violence.",Amazon Prime
10904,s2097,TV Show,Inspector Manara (English Subtitled),,"Guido Caprino, Roberta Giarrusso, Anna Safroncik, Augusto Fornari, Lucia Ocone, Jane Alexander, Valeria Valeri",,"March 30, 2021",2011,TV-NR,2 Seasons,"International, Suspense","In Italian with English subtitles. In season 2, Inspector Manara learns to work without his colleague Lara, who is sent off for intelligence training. She's replaced by Inspector Marta Rivera, who hides a mystery Manara can't get a handle on.",Amazon Prime
10905,s2098,Movie,Inside the Law,Hamilton MacFadden,"Wallace Ford, Frank Sully, Harry Holman, Luana Walters, Lafayette McKee, Danny Duncan, Earle Hodgins",,,1950,PG,61 min,"Comedy, Drama","In this crime comedy, a small gang of old crooks, led by the elderly Pop (McKee) and Mom Cobb (Pulmmer), find an appointment as a cashier in the Walnut Park bank in a drunk's wallet. They decide to place one of their members in the cashier's position, with the intention of escaping with the bank's receipts at the end of the week. While staying in town, the remaining gang members must establish themselves as respectable people, ending up attending church services, where they all decide to go straight. But gang members decides to go through with the theft, and it is up to the reformed gang members to catch him and return the money, becoming the town's heroes. They all happily decide they want to stay in the town permanently.",Amazon Prime
10906,s2099,TV Show,Inside Men,,"Steven Mackintosh, Warren Brown, Ashley Walters, Nicola Walker, Kierston Wareing",,,2012,TV-14,1 Season,Drama,"John Coniston is the scrupulous manager of a cash counting house. When he confronts two employees over missing money, they expect John to call the police, but John is about to offer them another option. Together these disillusioned men plan the perfect heist. But these are no seasoned criminals, just four ordinary men. Can they cope with the pressures of a big-time job?",Amazon Prime
10907,s2100,Movie,Inside Llewyn Davis,"Ethan Coen, Joel Coen","Justin Timberlake, Carey Mulligan, Adam Driver, John Goodman, Garrett Hedlund, Alex Karpovsky, Oscar Isaac, F. Murray Abraham, Stark Sands, Jeanine Serralles",,,2013,R,105 min,Drama,An aspiring singer-songwriter navigates the 1960s folk-music scene in New York City's Greenwich Village.,Amazon Prime
10908,s2101,TV Show,Inside Jokes,,"Alzo Slade, JC Currais, Daphnique Springs, Kellen Erskine, MK Paulsen, Robert Dean, Rosebud Baker, Simon Gibson",,,2018,16+,1 Season,"Arts, Entertainment, and Culture, Comedy, Unscripted","“Inside Jokes” follows unknown stand-up comics vying to make it into the world-famous Just for Laughs comedy festival in Montreal. Will their performances launch their careers into superstardom, just like New Faces alumni Pete Holmes and Colin Jost, or will they choke under pressure? For this group of comics, who have sacrificed much in pursuit of a dream, there is no bigger moment.",Amazon Prime
10909,s2102,Movie,Inside Italy's COVID War,Sasha Joelle Achilli,,,,2020,,53 min,"Documentary, Special Interest","Inside a hospital battling COVID-19 in Northern Italy, as doctors make life and death decisions.The intimate, exclusive story of one besieged ER doctor, her staff and patients, from the darkest days to the signs of hope.",Amazon Prime
10910,s2103,TV Show,Inside Edge,,"Richa Chadha, Vivek Anand Oberoi, Angad Bedi, Aamir Bashir, Tanuj Virwani, Sapna Pabbi, Amit Sial, Siddhant Chaturvedi, Sayani Gupta, Manu Rishi Chadha, Elli Avram, Jitin Gulati",India,,2019,18+,2 Seasons,"Drama, International, Sports","In the next edition of the PPL, a volatile Vayu Raghavan leads the Mumbai Mavericks to face their biggest adversary yet, the Arvind Vashisht-led Haryana Hurricanes. But they must also counter colossal scandals that’ll rock the world of cricket. In the sport’s upper echelons, Zarina Malik allies with Bhaisaab, but those in the shadows threaten to destroy the very game they seek to control.",Amazon Prime
10911,s2104,TV Show,Inside Borussia Dortmund,,,,,2019,TV-PG,1 Season,"International, Sports","[New episode weekly] You have never been this close to Borussia Dortmund. In this 4-part docu-series, go behind-the-scenes with one of the Bundesliga’s biggest clubs and re-live the thrilling 2018/19 football season from the team’s point of view. Discover their training facilities, experience the locker room drama first-hand, and become acquainted with the players’ personal lives.",Amazon Prime
10912,s2105,TV Show,Insectibles,,"Jeff Simpson, Diong Chae Lian",,,2016,TV-Y,1 Season,Kids,"Insectibles follows the adventures of a young boy named Zak, his inventor Grandfather and 3 mechanically enhanced insects as they embark on an epic search to find pieces of the broken Shrinkinator while evading their enemies!",Amazon Prime
10913,s2106,Movie,Insane,Fabricio Heider,"Mayra Albarracín, Sebastián Salas, Santiago Guerci",,,2016,18+,13 min,"Drama, Suspense","Every fact has consequences. Consequences generate new facts, and in this inflexible chain, is where we are. The consequences of violence become uncontrollable.",Amazon Prime
10914,s2107,TV Show,Injustice,,"James Purefoy, Dervla Kirwan, Charlie Creed-Miles",,,2011,TV-14,1 Season,"Drama, Suspense",James Purefoy stars in this thrilling miniseries about a defense barrister who is called upon to defend an old friend in a homicide case that may be more than it seems.,Amazon Prime
10915,s2108,TV Show,Informer,,,,,2019,18+,1 Season,Drama,"Informer is a thriller about Raza, a young second-generation British-Pakistani man from London who is coerced by Gabe, a Counter-Terrorism officer into informing.",Amazon Prime
10916,s2109,Movie,Infinity Chamber,Travis Milloy,"Christopher Soren Kelly, Cassandra Clark",,,2017,13+,103 min,"Science Fiction, Suspense",A man trapped in an automated prison must outsmart a computer in order to escape and try and find his way back to the outside world that may already be destroyed.,Amazon Prime
10917,s2110,Movie,INFIDELITY,Tyrone TIZAK Jackson,"DESTYNEE RAINES, J.D McCARTHY, LASHAUN TODMAN, NATE TAYLOR, JANESHA CORBIT, SHARON WASHINGTON, RONALD SWINTON, DAJAVEON BELLAMY, MAKAYLA GROBSMITH, MAREONA THEUS, JA'NAYSHA ODISTER, TYRONE TIZAK JACKSON",,,2020,18+,107 min,"Drama, Romance, Suspense","Two sisters with a dark past who grew up hating each other on the low get entangled in a web a lies, adultery and murder. With Tracy, the older sister of Lena being traumatized by her childhood decides to take her feelings out on her little sister Lena which causes them both to go at each other in a way to make you look at ANY sister sideways. Some Things You Just Don't Do!",Amazon Prime
10918,s2111,Movie,Indian Title,,,,,2019,ALL,10 min,"Action, Comedy",This is the synopsis for my Indian title. It describes what will happen in the movie and entices the viewer to watch the show.,Amazon Prime
10919,s2112,Movie,Indian Comedy Tour,Iqbal Hans,"Vidur Kapur, Vijai Nathan, Mark Saldana, Dalia McPhee, Rajiv Satyal",,,2010,18+,63 min,"Arts, Entertainment, and Culture, Comedy, Special Interest","A hilarious night of comedy with five of the funniest Indian stand-up comedians! Blowing aside political correctness, these talented Indian comics break down stereotypes as they cover politics, racism, dating, childhood and pop-culture.",Amazon Prime
10920,s2113,Movie,Inconceivable,Jonathan Baker,"Nicolas Cage, Gina Gershon, Faye Dunaway, Nicky Whelan, Natalie Eva Marie","United Kingdom, United States",,2017,R,106 min,Suspense,"Starring Nicolas Cage, Gina Gershon, Nicky Whelan, and Faye Dunaway, this dark thriller depicts a wealthy couple that shelters a young runaway mother, dangerously unaware of the woman's dark past.",Amazon Prime
10921,s2114,Movie,Incident At Oglala: The Leonard Peltier Story,Michael Apted,"Norman Zigrossi, Robert Sikma, Darelle ""Dino"" Butler",,,1992,PG,91 min,Documentary,This acclaimed documentary examines Native American activist Leonard Peltier's questionable conviction for murder.,Amazon Prime
10922,s2115,Movie,In The Name Of Ben-Hur,Mark Atkins,"Adrian Bouchet, Jonno Davies, Lucy Drive, Stephanie Beran",,,2016,13+,89 min,"Action, Adventure","A young gladiator enslaved in the Roman arena in 171 A.D. escapes by chariot towards the freedom of Hadrian's Wall. Fighting centurions and mercenaries along the way, he becomes a folk hero for all those struggling to fight Roman oppression.",Amazon Prime
10923,s2116,Movie,In the Money (1933),"Frank Strayer, Frank R. Strayer","Skeets Gallagher, Lois Wilson, Warren Hymer, Sally Starr, Frank Coghlan Jr.",,,1933,13+,65 min,Comedy,A zany family of ner-do-wells are faced with financial ruin after purchasing worthless stock in this screwball comedy. They are saved by the skills of a goofy boxer who has been punched in the head one too many times. Very entertaining screwball comedy.,Amazon Prime
10924,s2117,Movie,In Search of Mozart,Phil Grabsky,,,,2016,7+,129 min,Documentary,"From an incredibly young age, Wolfgang Amadeus Mozart was able to compose and perform the most complex and marvelous pieces in history. This is his story of love and hardship, and his unique, unparalleled genius.",Amazon Prime
10925,s2118,Movie,In Search of Fellini,Taron Lexton,"Ksenia Solo, Maria Bello, Mary Lynn Rajskub",,,2017,R,104 min,"Adventure, Comedy, Drama","Based on a true adventure by Nancy Cartwright, 'In Search of Fellini' follows Lucy, a young girl from Ohio, who discovers the delightfully odd films of Federico Fellini and sets off on a journey across Italy to find him.",Amazon Prime
10926,s2119,TV Show,In Search of Aliens,,Giorgio Tsoukalos,,,2014,TV-PG,1 Season,"Documentary, Special Interest","Follows Ancient Astronaut Theorist Giorgio A. Tsoukalos as he explores the most recent discoveries related to the centuries old story of Atlantis. By investigating a series of clues, Tsoukalos endeavors to narrow down the possible location of Atlantis.",Amazon Prime
10927,s2120,Movie,In My Dreams,Thomas Buschbeck,"Jake Gosden, Octavia Kaliszak",,,2020,13+,11 min,Comedy,"'In My Dreams' is a romantic comedy with a twist of mystery. Tim, a shy young man often has dreams of Mia, a beautiful girl he has fallen for. Strangely, his dreams always start with a stunning vision of Mia, only to end in a surreal and agonizing silence.",Amazon Prime
10928,s2121,Movie,In Enemy Hands,Tony Giglio,"Til Schweiger, Thomas Kretschmann, Connor Donne, Matt Lindquist, Andy Gatjen, Rene Heger, Alex Prusmack, Sascha Rosemann, Justin Thomson, Sven-Ole Thorsen, Scott Caan, Clark Gregg, A.J. Buckley, William H. Macy, Jeremy Sisto, Ian Somerhalder",,,2004,R,98 min,"Action, Adventure, Drama","As Hitler's grip of fear continues to tighten during World War II, the capture of the U.S.S. Swordfish by a German U-boat leads to a brutal struggle for survival between axis and allies deep beneath the ocean surface.",Amazon Prime
10929,s2122,Movie,In Dreams,Neil Jordan,"Annette Bening, Aidan Quinn, Stephen Rea, Robert Downey, Paul Guilfoyle, Dennis Boutsikaris",,,1999,R,100 min,"Horror, Suspense",Claire Cooper's (Annette Bening) peaceful family life takes a chilling turn when a mysterious serial killer (Robert Downey Jr.) invades her seemingly idylic New England town... and haunts her dreams with dark clues to his next deadly moves.,Amazon Prime
10930,s2123,Movie,IN and Classic - curation testing,,,,,2020,ALL,1 min,Comedy,test,Amazon Prime
10931,s2124,Movie,In a Lonely Place,Nicholas Ray,"Humphrey Bogart, Gloria Grahame, Frank Lovejoy, Carl Benton Reid, Art Smith, Jeff Donnell, Martha Stewart, John Mitchum, James Arness, Billy Gray",,,1950,13+,93 min,"Drama, Suspense","A potentially violent screenwriter (Humphrey Bogart) is a murder suspect until his lovely neighbor clears him. However, she soon starts to have her doubts.",Amazon Prime
10932,s2125,Movie,Imaginary Friend,Richard Gabai,"Lacey Chabert, Ethan Embry, Amanda Schull, Paul Sorvino",,,2012,,90 min,"Drama, Horror, Suspense","A talented artist is haunted by the presence of a childhood imaginary friend, and her psychiatrist husband wants to have her committed to a mental institution.",Amazon Prime
10933,s2126,Movie,Iliza Shlesinger: War Paint,Jay Chapman,Iliza Shlesinger,,,2013,18+,75 min,"Arts, Entertainment, and Culture, Comedy, Special Interest","Her innocent good looks are just a cover for Last Comic Standing winner Iliza Shlesinger's acerbic, stream-of-conscious comedy that she unleashes on an unsuspecting audience in her hometown of Dallas in her stand-up special, War Paint.",Amazon Prime
10934,s2127,Movie,Iliza Shlesinger: Over & Over,Jonah Miles,Iliza Shlesinger,,,2019,18+,60 min,"Comedy, Documentary, Special Interest",A documentary following Iliza Shlesinger behind-the-scenes as she prepares for her fourth special: Elder Millennial.,Amazon Prime
10935,s2128,TV Show,Ilana Glazer: The Planet Is Burning,,Ilana Glazer,,,2020,16+,1 Season,Comedy,"Ilana Glazer‘s debut standup special is trés lol, and turns out - she one funny b. Check out Ilana’s thoughts on partnership, being a successful stoner adult, Nazis, Diva Cups, and more. Hold on to your nuts cuz this hour proves how useless the patriarchy is. For Christ’s sake, The Planet Is Burning, and it’s time a short, queer, hairy New York Jew screams it in your face!",Amazon Prime
10936,s2129,TV Show,Idiot TV,,Chris Barrie,,,2018,13+,1 Season,"Comedy, Unscripted","The sister show to Car Crash TV, Idiot TV is here to show you how not to live, with hundreds of hilarious clips showcasing the world's biggest fools.",Amazon Prime
10937,s2130,Movie,Iddari Lokam Okate,G P Rama Krishna,"Raj Tarun, Varsha",,,2019,13+,126 min,"Drama, Romance","Iddari Lokam Okate is the story of Krishna & Satya, born on the same day, who come across each other several times during the course of their childhood & youth. They grow separately in different towns but each of their confluence causes drastic changes in their life. By taking 70s, 80s, 90s and 2000s the story builds on culture, music, lifestyles of the places & characters.",Amazon Prime
10938,s2131,Movie,Icy Demons,,,,,2008,NR,38 min,Music Videos and Concerts,Icy Demons navigate more sonic terrain than Lewis and Clark over the course of their performance at New York's Knitting Factory.,Amazon Prime
10939,s2132,Movie,ICEolation,,,,,2019,ALL,28 min,"Action, Special Interest, Sports","This is the story of two paddlers with adventurous spirits, whom when presented with a unique opportunity to undertake a self-supported sea kayak expedition in Antarctica, took it. Took it as an opportunity to go beyond adrenalin-based desires and the pleasing of engorged ego's and instead explore as much within themselves as explore the magical, ice-littered waterways of the Antarctic Peninsula",Amazon Prime
10940,s2133,Movie,Ice Spiders,Tibor Takács,"Patrick Muldoon, Vanessa Williams, Thomas Calabro, David Millbern, Noah Bastian, Carleigh King, Stephen J. Cannell, Matt Whittaker, Clayton Taylor, Charles Halford, Kiernan Daley, Cory McMillan, Connie Young, Marc Raymond",,,2007,R,86 min,"Action, Comedy, Horror","A top-secret government facility in the mountains of Utah is creating genetically modified spiders under the direction of Dr. April Sommers. When the monstrous arachnids escape, they threaten to eat up the entire tourist population at the nearby ski resorts. Dr. Sommers must enlist the help of Army Captain Baker and retired Olympic skier Dan Dashiell to stop the disaster.",Amazon Prime
10941,s2134,Movie,Ice Princess Lily,Sven Unterwaldt,"Mackenzie Ziegler, Kristin Fairlie, Benedict Campbell, Kevin Dennis, Dan Petronijevic",,,2019,PG,89 min,"Animation, Kids","Lily, a fearless Ice Princess teams up with a young dragon named Tabaluga. Together they must stop an evil snowman and an army of polar bears from freezing over the entire world. Lily must inspire Tabaluga to unlock his potential and discover the fire that has always been within him",Amazon Prime
10942,s2135,Movie,Ice Guardians,Brett Harvey,"Scott Parker, Chris Chelios, Brett Hull, Jay Baruchel, Dave Semenko, Joe Kocur, Dave Schultz, Brian McGrattan, Kelly Chase",,,2016,16+,108 min,Documentary,"Exploring one of the most controversial and provocative positions in the history of sport, Ice Guardians journeys into the lives of those who perform what is undoubtedly the toughest job within the National Hockey League today: the enforcer.",Amazon Prime
10943,s2136,Movie,Ice Blues: A Donald Strachey Mystery,Ron Oliver,"Chad Allen, Sebastian Spence, Nelson Wong, Brittney Wilson",,,2008,18+,84 min,"LGBTQ, Suspense",Gay detective Donald Strachey is asked by his partner Tim to investigate a mysterious donation to a youth center. Donald gets caught up in a whirlwind of deceit and danger.,Amazon Prime
10944,s2137,Movie,Ice,Jean de Segonzac,"Grant Show, Udu Kier, Eva La Rue",,,2000,16+,90 min,"Action, Suspense","After the whole North of the Equator freezes below zero, a group of people in Los Angeles risk their lives while trying to ""escape"" from the city's hostile conditions, in order to take a ship to a hotter place on Earth.",Amazon Prime
10945,s2138,Movie,Ian Harvie: May The Best Man Win,Ryan Polito,Ian Harvie,,,2016,18+,57 min,"Arts, Entertainment, and Culture, Comedy, LGBTQ","Ian Harvie is redefining what it means to be a dude through a fresh perspective on sex/sexuality. Unafraid to quip about subjects no other comedian has touched, Ian challenges the traditional macho, sex-obsessed world of stand up, proving that laughter cuts across all identities and ultimately unites us all. Ian is the first trans man comedian with a comedy special.",Amazon Prime
10946,s2139,Movie,Ian Bagg: Conversations,Ian Bagg,Ian Bagg,,,2018,18+,54 min,"Arts, Entertainment, and Culture, Comedy, Special Interest","The native Canadian comedian, Ian Bagg, brings his sharp, biting wit to The Improv in Irvine, CA to explore such topics as immigration, transgender bathrooms and women's obsession with yoga pants.",Amazon Prime
10947,s2140,TV Show,I've Got A Secret,,Garry Moore,,,1962,TV-G,1 Season,Unscripted,"Four celebrity panelists try to guess the secret of a contestant by asking questions of that person that result in ""yes"" or ""no"" answers.",Amazon Prime
10948,s2141,Movie,I'd Give My Life,Edwin L. Marin,"Tom Brown, Sir Guy Standing, Frances Drake, Janet Beecher",,,1936,13+,74 min,Suspense,"Gangster Buck Gordon hopes his son Nick will follow in his criminal footsteps, but his efforts are foiled by his ex-wife, who has married Governor Bancroft (Standing). Furious, Buck blackmails his ex-wife, threatening to expose her shady past to her new husband. Nick comes to his mother's aid by shooting and killing his father, but refuses to give a motive, even when he is sentenced to hang for the crime. Based on the play, ""The Noose.""",Amazon Prime
10949,s2142,TV Show,"I, Caesar: The Rise and Fall of the Roman Empire",,,,,1997,18+,1 Season,"Documentary, Special Interest","This classic series explores the public and private lives of six rulers of ancient Rome: Julius Caesar, Augustus, Nero, Hadrian, Constantine and Justinian. Their careers were defined by bloody battles, far-reaching innovations and profound corruption. Together, they paint a picture of the sophisticated highs and brutal lows of the Roman Empire, its sensational birth, heyday and final decline.",Amazon Prime
10950,s2143,TV Show,I Was Possessed,,,,,2015,TV-14,1 Season,TV Shows,"I Was Possessed chronicles present day demonic possession and exorcism firsthand. Through first person accounts and recreations, you'll hear from the possessed and from family and friends who witnessed and experienced their strange and disturbing changes.",Amazon Prime
10951,s2144,Movie,I Was Not Ready Da,Aravind SA,Aravind SA,,,2020,16+,77 min,"Arts, Entertainment, and Culture, Comedy","Imagine 2 flowers pollinating onscreen for an hour, that's 'SA's- I Was Not Ready Da,' a show for the whole family; to watch separate separately! From his teenage love for white people and chatrooms and socialist strip club visits in the U.S., to shocking Sanskrit tutors and provoking news anchors in their own shows, SA narrates hilarious tales.",Amazon Prime
10952,s2145,TV Show,I Survived . . .,,,,,2008,TV-14,1 Season,TV Shows,I Survived incorporates interviews with stylized recreations to tell the stories of people who overcame unbelievable circumstances that changed their lives forever.,Amazon Prime
10953,s2146,TV Show,I Shouldn't Be Alive,,Eric Meyers,,,2010,13+,3 Seasons,"Documentary, Drama","Re-enactments of real-life tales of human survival against the savage elements, dangerous climates and physical hazards.",Amazon Prime
10954,s2147,Movie,I Need You To Kill,J. Elvis Weinstein,"Tom Segura, Chad Daniels, Pete Lee",,,2017,,98 min,"Arts, Entertainment, and Culture, Comedy, Documentary","I Need You to Kill follows three American comics - Chad Daniels, Pete Lee, and Tom Segura on a six show tour through three of the world's newest stand-up comedy scenes: Hong Kong, Singapore, and Macau. The film explores the anxieties and surprises of taking your act halfway around the world as well as giving a ground-floor glimpse into Asia's newest growth industry - stand-up comedy.""",Amazon Prime
10955,s2148,Movie,I Love Toy Trains - Ticket to Ride,Tom McComas,Jeff McComas,,,2013,ALL,51 min,"Kids, Special Interest","One of the best-selling kid series in the country. Parents' Choice award winner. Rave reviews in the national media. See real and toy trains in action - a large outdoor G-gauge exhibit, ""oh no"" bloopers and the toe-tapping music of James Coffey.",Amazon Prime
10956,s2149,Movie,I Love Toy Trains - All Aboard,Tom McComas,Jeff McComas,,,2011,ALL,38 min,"Documentary, Kids, Special Interest","Steamers, diesels zipping around curves, through tunnels, and over bridges. Fave candies being loaded and unloaded by Lionel accessories. Toe-tapping music of James Coffey and a fun spirit that will thrill and delight young and old alike.",Amazon Prime
10957,s2150,TV Show,I Love Dick,,"Kevin Bacon, Kathryn Hahn, Griffin Dunne, Roberta Colindrez",United States,,2017,18+,1 Season,"Comedy, Drama, Romance","Adapted from the lauded feminist novel, I LOVE DICK is set in a colorful academic community in Marfa, Texas. It tells the story of a struggling married couple, Chris and Sylvere, and their obsession with a charismatic professor named Dick. Told in Rashomon-style shifts of POV, I LOVE DICK charts the unraveling of a marriage, the awakening of an artist and the deification of a reluctant messiah.",Amazon Prime
10958,s2151,Movie,I Had a Bloody Good Time at House Harker,Clayton Cogswell,"Jacob Givens, Derek Haugen, Noel Carroll, Whitney Moore",,,2017,16+,80 min,"Comedy, Horror",It's been generations since the Harkers' great-great grandfather killed the one-and-only Count Dracula. Now the Harker brothers and their best friend Ned are a town joke-until a real vampire turns up!,Amazon Prime
10959,s2152,Movie,I Cover the Waterfront,James Cruze,"Ben Lyon, Claudette Colbert",,,1933,PG-13,61 min,Drama,An investigative reporter romances a suspected smuggler's daughter.,Amazon Prime
10960,s2153,Movie,I Capture The Castle,Tim Fywell,"Romola Garai, Henry Thomas, Rose Byrne, Bill Nighy, Richard Shelton, Tara Fitzgerald, Marc Blucas, Henry Cavill, Sinéad Cusack",,,2003,R,113 min,"Arthouse, Drama, International","A love story set in 1930s England that follows 17-year-old Cassandra Mortmain, and the fortunes of her eccentric family, struggling to survive in a decaying English castle.",Amazon Prime
10961,s2154,Movie,I Can't Believe I'm Telling You This,Mike Christie,,,,2009,13+,61 min,Documentary,"We live in a world where prostate cancer grips two thirds of men before the age of 80. Yet a culture of silence surrounds this uncomfortable disease. I Can't Believe I'm Telling You This charts a year in the life of three very different men dealing with prostate cancer, who have found strength and each other, online.",Amazon Prime
10962,s2155,Movie,I Bury the Living,Albert Band,"Richard Boone, Tehodore Bikel, Peggy Maurer, Howard I. Smith",,,1958,PG-13,77 min,Horror,"A bone-chilling story of cemetary manager Robert Craft (Boone), a disturbed man who comes to believe that he is actually God. Robert discovers that when he sticks a black pin into a wall-sized map of the cemetary, he can cause the owner of that plot to die. After several such untimely deaths, Robert believes he has the power of life and death. But will Robert still believe this once he discovers the true secret behind these deaths?",Amazon Prime
10963,s2156,Movie,I am the Flash,John Karas,"John Karas, Rachel Levinson-Emley",,,2015,7+,8 min,"Action, Comedy","Barry is given a ""Flash"" T-shirt from his girlfriend that awakens a repressed delusion of super-speed that proves to be more than they both bargained for.",Amazon Prime
10964,s2157,Movie,I Am Road Comic,Jordan Brady,"Maria Bamford, Marc Maron, Doug Benson, Alonzo Bodden, Jordan Brady, Wayne Federman, Judah Friedlander, Nikki Glaser, Pete Holmes, Kyle Kinane, W. Kamau Bell, T.J. Miller, Jim Norton, Kristopher Tinkle",,,2014,18+,68 min,"Arts, Entertainment, and Culture, Comedy, Special Interest","People are fascinated more than ever about what drives comedians to do what they do and, more importantly, how they pull it off. Director and comedian, Jordan Brady, explore these questions and more in this documentary film.",Amazon Prime
10965,s2158,TV Show,Hyperdrive,,"Nick Frost, Dan Antopoloski, Miranda Hart, Stephen Evans, Petra Massey, Paterson Joseph.",,,2007,TV-PG,2 Seasons,Comedy,"The crew of the HMS Camden Lock return for another season of the critically acclaimed and international award winning sci-fi comedy. It's 2152 and Commander Henderson and his team are powering their way through the galaxy once again, still promoting the tourist wonders and business opportunities of the UK.",Amazon Prime
10966,s2159,Movie,Hyena Road,Paul Gross,"Rossif Sutherland, Paul Gross, Christine Horne, Allan Hawco, Clark Johnson",,,2016,R,120 min,"Action, Military and War","Three men, three different paths, caught in conflict but brought together to save lives: a highly skilled sniper who can't think of his targets as human, an intelligence officer who has never killed while on duty, and a legendary Afghan warrior who left war behind but gets pulled back to battle.",Amazon Prime
10967,s2160,TV Show,Hustle,,"Robert Glenister, Robert Vaughn, Rob Jarvis, Adrian Lester, Marc Warren, Jaime Murray, Matt Di Angelo, Kelly Adams, Bill Bailey",,,2012,16+,8 Seasons,"Action, Comedy, Drama","An action-packed blend of humour and intrigue, following the fortunes of a gang of expert cons on the loose in London. They are specialists in the way of the grifter and all are keen to liberate cash from the amoral and undeserving. From faking film sets and expensive paintings to double-crossing the duplicitous head of a bank's security system. The con is on.",Amazon Prime
10968,s2161,Movie,Hurricane At Pilgrim Hill,Richard L Bare,"Clem Bevans, Cecil Kellaway, David Bruce, Virginia Grey, Syd Saylor, Leslie Banning",,,1950,PG,73 min,Comedy,"Sam ""Bigmouth"" Smedley travels to Pilgrim Hill, Massachusets, to ""help"" his unhappy daughter Janet. Sam soon learns that the cause is Janet's lawyer husband Tom's troublesome biggest client, Jonathan Smith, who owns and controls most of Pilgrim Hill. The controlling Smith even refuses to allow his daughter, Sally, to marry her poor, but kind, sweetheart Steve. Sam kidnaps Smith and brings him to a small deserted island off the coast. He then performs an old indian rain dance to create a storm to make Smith disappear. The dance works too well, a hurricane springs up, and Smith disappears in the storm. The local sheriff charges Sam with his murder. But is Smith really dead? A goofy, fun farce with a rare starring role for character actor Clem Bevans.",Amazon Prime
10969,s2162,TV Show,Hunting ISIS,,,,,2018,TV-MA,1 Season,"Documentary, Special Interest","Completely unpaid and unsupported by their governments, western volunteers have travelled to the Middle East to rejoin the fight against ISIS.",Amazon Prime
10970,s2163,TV Show,Hunting Hitler,,Dave Hoffman,,,2018,TV-PG,3 Seasons,"Documentary, Drama, Special Interest","In ""Hunting Hitler,"" an FBI cold case that has laid dormant for 70 years leads a group of world-renown investigators on the ultimate manhunt to finally answer the question: Did Adolf Hitler survive World War II?",Amazon Prime
10971,s2164,TV Show,Hunters,,"Al Pacino, Logan Lerman, Jerrika Hinton, Lena Olin, Saul Rubinek, Carol Kane, Josh Radnor, Greg Austin, Tiffany Boone, Louis Ozawa, Kate Mulvany, Dylan Baker",United States,,2020,18+,1 Season,"Adventure, Drama","Inspired by true events, HUNTERS follows a diverse band of Nazi Hunters in 1977 New York City who discover that hundreds of escaped Nazis are living in America. And so, they do what any bad-ass vigilante squad would do: they set out on a bloody quest for revenge and justice. But they soon discover a far-reaching conspiracy and must race against time to thwart the Nazis’ new genocidal plans.",Amazon Prime
10972,s2165,TV Show,Hunted,,Jonathan Smith,,,2019,13+,4 Seasons,"Action, Suspense, Unscripted",The opening scene of Hunted Series 4 sees the crack squad of Hunters launch a helicopter to track a boat off the northwest coast of the UK. The vessel is heading at speed towards Liverpool docks carrying six teams of fugitives determined to evade capture for the next 25 days.,Amazon Prime
